id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2089441,"Private Apartment, 1st floor of 3 story house",10665012,Laura,,Woodside,37.439411,-122.238609,Entire home/apt,136,1,215,2023-01-22,2.06,1,239,9,
7716903,Stunning views 3b/3b San Mateo Home,22024640,Lee & Rachel,,San Mateo,37.528,-122.30267,Entire home/apt,308,3,180,2022-11-15,1.96,1,296,15,
5510369,Oceanfront Private Guest House,28580504,Howard,,Pacifica,37.63558,-122.49448,Entire home/apt,144,2,419,2023-02-27,4.29,2,239,50,
5511096,Cottage bedroom in secluded garden,8158669,Karine,,Unincorporated Areas,37.46958,-122.20916,Entire home/apt,98,1,84,2022-08-30,0.98,2,178,12,
7775645,Newly Designed Cottage | Spacious & Quiet,32659525,Kai,,Unincorporated Areas,37.46931,-122.16395,Entire home/apt,191,7,4,2023-02-15,0.46,1,143,4,
2142354,New studio apt--walk to Stanford,49735,Laurel,,Unincorporated Areas,37.43063,-122.19832,Entire home/apt,289,28,99,2023-02-20,0.89,3,191,13,
2142443,Clean room private bth silicon valley Redwood City,10934509,J4,,Unincorporated Areas,37.45803,-122.26192,Private room,55,30,6,2017-07-29,0.06,1,270,0,
7803606,Silicon Valley Retreat (Week/Month discount),5779201,Silvia,,Redwood City,37.47165,-122.25835,Private room,85,1,37,2022-12-16,0.46,2,364,8,
2278262,Cozy Studio with Private Entrance & Parking,11633910,Maria,,Unincorporated Areas,37.46198,-122.26566,Entire home/apt,99,2,472,2022-06-30,4.27,1,85,16,
5547474,Tree House In The Oaks,6348686,Barbara,,Portola Valley,37.37173,-122.21414,Entire home/apt,300,3,0,,,1,0,0,
5620902,The Squid Cave,19363764,Dennis,,San Mateo,37.57694,-122.31064,Private room,59,5,70,2023-01-19,0.74,3,64,5,
7903621,Walk to Stanford Palo Alto Menlo Pk,41659421,Nancy,,Menlo Park,37.45462,-122.15688,Entire home/apt,100,31,258,2022-12-14,2.80,1,225,4,
5668845,Private Guest House on family property,14364859,Tricia,,Atherton,37.45306,-122.20707,Entire home/apt,289,1,68,2022-12-11,0.70,2,205,7,
5863928,Bright home atop Silicon Valley,6887379,Jimena,,Unincorporated Areas,37.459,-122.26412,Entire home/apt,375,3,16,2022-08-17,0.18,3,283,2,
5911442,4 BDRM/3 BATH CAR PARKING *SIMPLY CLEAN*,25018186,Gabriel,,East Palo Alto,37.46937,-122.1282,Entire home/apt,399,3,34,2021-12-28,0.35,3,103,0,
