id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1097780,"Large Master Suite, Private, Quiet Getaway",6033093,Michelle,,Cupertino,37.3021,-122.06201,Private room,100,2,170,2019-12-22,2.29,1,0
1108171,2 BR/ 2 levels TH in Silicon Valley,4756619,Christine,,Milpitas,37.42513,-121.91158,Entire home/apt,109,21,102,2020-04-30,1.24,2,293
1115287,Walk to Downtown Palo Alto,703440,Bob,,Palo Alto,37.45588,-122.15217,Entire home/apt,625,2,232,2020-02-28,2.74,2,263
1117786,"Beautiful house , Perfect Location",6135407,Esther,,San Jose,37.33924,-121.91996,Private room,125,1,162,2019-12-07,1.88,1,162
1118969,HackerHome - San Jose Dwtn: bunk 3,43806,Vic,,San Jose,37.34628,-121.88558,Shared room,26,2,24,2019-06-12,0.28,49,365
1121712,HackerHome - San Jose Dwtn: bunk 3,43806,Vic,,San Jose,37.34494,-121.88396,Shared room,24,2,37,2020-03-09,0.43,49,365
1122162,HackerHome - Sunnyvale: bunk 2,43806,Vic,,Sunnyvale,37.38721,-122.02484,Shared room,24,30,15,2020-04-01,0.18,49,280
1122250,HackerHome - San Jose Dwtn: priv rm,43806,Vic,,San Jose,37.34633,-121.88504,Private room,50,2,16,2017-08-20,0.19,49,309
1122273,HackerHome - Sunnyvale Plug & Play4,43806,Vic,,Sunnyvale,37.38711,-122.02507,Shared room,29,30,19,2019-11-01,0.22,49,365
1122326,HackerHome - Sunnyvale: bunk 3,43806,Vic,,Sunnyvale,37.38789,-122.02632,Shared room,30,30,20,2018-05-12,0.23,49,365
1133453,Serene House in 1.5 Acre Resort like setting.,1879455,Joseph,,Saratoga,37.24517,-122.0194,Entire home/apt,229,30,23,2020-05-27,0.38,2,134
1141718,"Caribbean Blue - Quiet, Clean, Near Airport & Town",6260726,Pamela,,San Jose,37.34015,-121.79575,Private room,39,1,149,2020-02-16,1.80,4,72
1148601,HackerHome - Sunnyvale: bunk 1,43806,Vic,,Sunnyvale,37.38682,-122.02521,Shared room,35,30,14,2019-01-01,0.16,49,365
1154810,"Hacienda Ranch in Milpitas, CA",5391161,Kim,,Milpitas,37.44428,-121.87438,Private room,122,1,0,,,1,365
1164405,"Ultra Spacious, Contemporary Home in Palo Alto.",4430766,Jim,,Palo Alto,37.41692,-122.12199,Entire home/apt,750,7,0,,,1,359
1216215,"Comfy, Cozy & Affordable 3-San Jose",2538509,Barbara,,San Jose,37.40174,-121.82812,Private room,39,1,59,2020-03-10,0.69,2,364
1226926,HackerHome - San Jose Dwtn: bunk 1,43806,Vic,,San Jose,37.34452,-121.885,Shared room,33,2,21,2019-05-29,0.25,49,365
1240799,Downtown Mountain View Rose House,6617210,Mary,,Mountain View,37.39191,-122.09181,Entire home/apt,375,3,30,2020-02-12,0.35,1,362
1288776,Gem in Willow Glen,2909732,Cheryl,,San Jose,37.27981,-121.91027,Private room,40,1,282,2020-03-16,5.52,3,0
1292308,"Santana Row Condo Facing the ""Row"" (Super Host)",1269205,Ginger & Ray,,San Jose,37.32147,-121.94665,Entire home/apt,209,28,79,2019-10-25,1.05,3,363
1297682,Private Spacious Room - Near Apple New Campus,1639312,Rodrigo,,Sunnyvale,37.36102,-122.01317,Private room,42,14,9,2018-05-04,0.11,2,357
1313526,Cool Central Mountain View!,7137847,Vj,,Mountain View,37.39738,-122.07152,Entire home/apt,92,28,90,2020-03-21,1.06,1,305
1321057,"Best reviews, private bath, Apple",928535,Tracy,,Cupertino,37.31202,-122.00113,Private room,79,5,56,2018-11-17,0.70,4,0
1348837,Updated quiet townhouse in Silicon Valley,961931,Jalil,,Sunnyvale,37.3575,-122.01615,Entire home/apt,110,2,4,2020-04-01,0.33,1,103
1353178,HackerHome - San Jose Dwtn: bunk 2,43806,Vic,,San Jose,37.3466,-121.88412,Shared room,28,2,27,2019-01-13,0.33,49,365
1357007,modern Eichler studio set in garden,5041808,Felicia,,Palo Alto,37.41297,-122.11591,Entire home/apt,150,20,1,2013-08-01,0.01,1,365
1364787,Iris House Cozy room in dwntn Palo Alto & Stanford,7406543,Carina,,Palo Alto,37.4504,-122.14932,Private room,70,30,198,2020-02-01,2.37,5,284
1367908,"Spacious room, welcoming home",5124118,Nelly,,Los Altos,37.35998,-122.08,Private room,53,1,42,2019-12-13,0.50,6,170
1369575,"Mid-town, friendly home w/ Private bd/bath +++",5110325,Jules,,Palo Alto,37.43722,-122.13015,Private room,140,4,48,2020-02-23,0.57,1,0
1388553,"1BR 1BA walk to Willow Glen dining, Silicon Valley",7187856,Rebecca,,San Jose,37.3014,-121.8996,Private room,85,1,218,2020-03-04,2.65,5,80
1393798,beautiful cottage 2B 1Bah,7534555,Shai,,Palo Alto,37.42111,-122.15312,Entire home/apt,213,2,8,2019-11-21,0.21,1,26
1412420,Private room in downtown cottage,7614356,Teresa,,Mountain View,37.39064,-122.07669,Private room,85,2,2,2018-07-25,0.09,2,0
1450519,"Cozy, quiet, beautiful home",7784207,Patricia,,Morgan Hill,37.13917,-121.61677,Private room,85,1,23,2017-02-26,0.28,2,285
1463030,** 2BR Remodel w/ New Furniture ***,5196269,JT On Behalf Of,,Palo Alto,37.42171,-122.12782,Entire home/apt,159,1,50,2020-02-20,0.65,6,233
1479769,Charming Palo Alto Carriage House,7917994,Palo Alto,,Palo Alto,37.43767,-122.14998,Entire home/apt,139,7,95,2020-05-28,1.16,1,350
1483988,Private Comfortable Guest Suite - Quiet Palo Alto Cul-De-Sac,5654340,Cristina,,Palo Alto,37.44299,-122.12261,Entire home/apt,170,1,189,2020-03-05,2.64,1,255
1511274,Private room in San Jose/Campbell,8071407,Cheruvalath,,Campbell,37.27908,-121.94576,Private room,65,2,35,2015-09-22,0.42,2,365
1511816,Bdrm suite with private  entrance,8071407,Cheruvalath,,Campbell,37.28606,-121.93937,Private room,75,2,52,2020-03-15,0.63,2,365
1540977,"Tropical Tahiti - Near Town, Airport, Quiet, Clean",6260726,Pamela,,San Jose,37.34131,-121.79511,Private room,53,1,174,2020-03-14,2.10,4,72
1543454,"Nantucket Isle: Clean, Peaceful, Near Airport/Town",6260726,Pamela,,San Jose,37.34015,-121.79575,Private room,47,1,170,2020-02-29,2.05,4,72
1608478,Beautifully Furnished Creekside Cottage - 1BR/1BA,2151011,Connor,,Los Altos,37.39615,-122.1265,Entire home/apt,250,7,13,2020-03-18,0.48,1,0
1613664,Private room near Silicon Valley,2239574,John,,San Jose,37.3554,-121.89434,Private room,70,30,26,2018-09-14,0.32,1,8
1615299,Excellent for the Business Traveler,8598130,Paul,,Campbell,37.25704,-121.95095,Private room,79,4,58,2020-03-13,0.71,1,165
1625508,Private master room - near downtown,6139889,Apal,,Mountain View,37.39705,-122.09257,Private room,45,14,8,2019-02-28,0.11,1,187
1645172,Poolside guest house in Willow Glen,8730042,Tim,,San Jose,37.28559,-121.90684,Entire home/apt,99,2,384,2020-05-28,5.89,1,362
1672827,Cottage near downtown Palo Alto,703440,Bob,,Palo Alto,37.4553,-122.15348,Entire home/apt,190,2,157,2020-03-13,1.92,2,175
1679292,Furnished Master Bdrm. with Private Bath,3198989,Victor,,Cupertino,37.31983,-122.05236,Private room,53,41,1,2013-10-03,0.01,4,18
